Comment ID,Channel ID,Comment Create Timestamp,Price,Video ID,Comment Text
Ugy-x0e820XrU6NNWOB4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2011-10-07T00:32:46+00:00,0,3n0989IQlrQ,"{""text"":""YOUR A HORRIBLE PERSON FOR UPLOADING THIS. The dudes dead man. Show some respect.\n \n \n \n \n*Sarcasm""}"
UgwZercJ2TcAfI7MSKx4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2011-10-07T00:26:11+00:00,0,0elG465LmfI,"{""text"":""@gazj21 I would beat you up to if I heard you using those grammars.""}"
UgyrzWGtzjvXdrYo8614AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2011-10-04T01:00:11+00:00,0,O-6_gNCiPi8,"{""text"":""@arsenicyogurt Tits or gtfo.""}"
UgyeUK8IfYsZ5NnbnJx4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2011-10-04T00:48:58+00:00,0,J5Jfk5B0RXQ,"{""text"":""I have no opinion on any U.S. politician. I'm Canadian. ^_^""}"
UgycAGgNIKYQcTuQTPh4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2011-10-04T00:38:55+00:00,0,t6pmEQUsJAs,"{""text"":""@MrDistrugator Google.""}"
UgzCC8GbSTzZSTC3OVl4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2011-10-01T22:35:03+00:00,0,lgokZ7NIK9s,"{""text"":""The fairys from fairly odd parents, I'd wish for infinite power. Also, I wouldn't fuck with a duck... But Canadian geese can suck a railroad spike. I'll beat the fucking shit out of a Canadian goose.""}"
UgzedEEM_-Nht7kI1PB4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2011-10-01T22:17:32+00:00,0,wByb8fh6o2Q,"{""text"":""@ydocydoc12 k.""}"
UgyoseQhPwdv0LKivSB4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2011-10-01T21:12:11+00:00,0,wByb8fh6o2Q,"{""text"":""@ydocydoc12 Were you implying I was whining about ROBLOX copying Minecraft?""}"
UgzldmfYmvoKZYyC8Hd4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2011-10-01T04:11:28+00:00,0,wByb8fh6o2Q,"{""text"":""@ydocydoc12 ...allowed to make scripts to enhance the gameplay of the places of ROBLOX. But the scripts of Lua in ROBLOX give much less options than the mods of Minecraft. Either way, Minecraft and ROBLOX are both games that were made for people to build their own worlds, and play in them. If you haven't given Minecraft a try I suggest you do, because it is in the same genre as ROBLOX.""}"
UgxnVR4dRchwStYf4kx4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2011-10-01T04:08:08+00:00,0,wByb8fh6o2Q,"{""text"":""@ydocydoc12 I'm sorry if I caused any butthurt when expressing my opinion. Yes, the things I said were my opinion, I should have been more clear for you. \n\nMinecraft has the ability for the players to \""mod\"" it to give the game a player made feature. It is allowed by the creators of Minecraft (Mojang) because they love the mods. ROBLOX however, is limited to its player made features because of ROBLOX's strict no hacking rule because it gives players an unfair advantage. Players are however...""}"
UgwdCR2JEyBjHojrKhV4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2011-10-01T01:49:06+00:00,0,wByb8fh6o2Q,"{""text"":""@ydocydoc12 ROBLOX was a fun game until they sold out and went all markety with everything. It all started to unravel 2 years ago when they started making all those crappy changes. Faces/heads, new profile/catalog, then eventually TBC/OBC. The admins really left the really vets ('08 and earlier) to blow in the wind while they attracted new players. Although vanilla Minecraft gets boring in about 2 months, it still has user created modding support. Lets see you do some of those things with Lua.""}"
Ugzs1oPOHbun2LPS7AF4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2011-10-01T00:54:12+00:00,0,wByb8fh6o2Q,"{""text"":""Jealous of Minecraft, are we John?""}"
