Comment ID,Channel ID,Comment Create Timestamp,Price,Video ID,Comment Text
Ugz2Lwt6OXIfX6WBZ_R4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2013-07-01T16:29:35+00:00,0,fKolJvQovdE,"{""text"":""Under 50 club.\n\nI liked the clear resin thing.""}"
Ugw_L_9QSMWIHKQV6Dx4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2013-06-30T17:03:57+00:00,0,Kc93lt1JGQc,"{""text"":""2:08 That's Goku and Frieza.""}"
UgyWxJJXUh4IbV2MTE94AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2013-06-29T06:42:25+00:00,0,Lpzofw2uwkc,"{""text"":""Barneys eyes.\n\nThey looked into my soul.""}"
UgxePTYLeEHJK9aU7W94AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2013-06-29T06:37:12+00:00,0,SxES-Vg8sHk,"{""text"":""Who cares that it's not \""good\"" by your standards. What the fuck have any of you done that's so special?""}"
UgytP69HuTBU0lBcYCp4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2013-06-29T06:19:41+00:00,0,AByfaYcOm4A,"{""text"":""Not to mention that it's incredibly noticeable that the vocals are studio.\n\nI guess I just like to actually hear the voice that is coming out of the person who's mouth I am watching.""}"
UgzymobdbaHNYWYLVjR4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2013-06-27T21:33:00+00:00,0,Dvk8X2tp9T4,"{""text"":""\""Google Glass\""\n\nSo you can film Lee Newton's ass.""}"
Ugw9ZPW4Ad8Ulb-kZhR4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2013-06-26T22:56:45+00:00,0,N5ZnWCat1xE,"{""text"":""And why should you give a fuck, it's your opinion.""}"
UgxZc20kYYokOZIUF1h4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2013-06-25T20:17:13+00:00,0,4o6Qkj606xI,"{""text"":""I would assume marketing provides a plethora of knowledge about human nature. Regardless of its morality.""}"
UgxVs5l9VeXEUT9RWYZ4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2013-06-25T02:01:12+00:00,0,MdN0NXgjsn8,"{""text"":""LEDA LEDA LEDA LEE""}"
UgwUEmzjAoQn-uzz_yh4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2013-06-25T01:57:31+00:00,0,4asHD_01ycI,"{""text"":""Baby wipes and centipede are the only ones I can stand not throwing up from.""}"
UgxD1X8T5RdNv2U5Oz94AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2013-06-24T23:35:55+00:00,0,vunZs8iu4fg,"{""text"":""It doesn't sound like \""fucking\"" and it makes more sense to be \""Fast talking, half-pint\"" because the other Kai announced that Pikkon would win. Ergo, fast talking.""}"
UgwEYkenmZN51kpeaW94AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2013-06-19T23:25:24+00:00,0,0jgqoSmG3RA,"{""text"":""No taboos in science. Blocking human understanding is a crime against nature no matter the possible outcomes.""}"
UgwK86H-Sb1SborQ3IV4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2013-06-19T06:03:42+00:00,0,GLgdAGxupmY,"{""text"":""This guy's got more ticks than a Lyme disease research facility.\n\nBudum-tsh.""}"
Ugzwxuj5LSJ09JvgHMZ4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2013-06-16T20:02:41+00:00,0,3WXTX0IUaOg,"{""text"":""I've always liked to think of consciousness as a picture puzzle.\n\nWhen the puzzle is put together you see the full picture (the mind), but the puzzle is made up of physical pieces that need to be put together (the matter).\n\nThe puzzle pieces are the neurological pathways in the brain that would process information into a quantifiable form.""}"
UgzoCDfmz3MJTyv-w4F4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2013-06-13T20:57:09+00:00,0,V-fL8zopddI,"{""text"":""Goku is stronger than Superman. Just Saiyan.""}"
UgyqE-1ITKYqYj-FHmR4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2013-06-08T01:05:49+00:00,0,IjQJtIlfnm4,"{""text"":""Yeah, I was worried someone would bring this up because I ran out of space to type this.\n\nI understand there are many worse things that happen to people of all ages in this world, and in this case, the baby was alright. I suppose I was more surprised by Phil's lack of empathy for the child than I was offended. And I didn't expect him to \""sit there screaming\"" about the story but usually he a bit more serious when showing stories of neglected/abused children or shitty parents.""}"
Ugw-iMNL83qM58nD7Et4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2013-05-29T22:45:24+00:00,0,IjQJtIlfnm4,"{""text"":""Ok, I wasn't going to say anything yesterday but seriously Phil, WTF?\n\nI'm surprised with your lack of empathy for the baby that was in the sewer. Yesterday I was expecting some bizarre animal to be in the pipe not a HUMAN LIFE. I respect that you make videos how you want and I understand that you don't always want to rant but I've loved your videos for 4 years and never have I been offended by you until today.""}"
UgxgeTwmqUx8ka94Qvp4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2013-05-29T04:25:44+00:00,0,f8SS6DvU_0U,"{""text"":""*Love\n\nI am still currently loving your videos.""}"
UgwrJhdF5b03qM6-FoJ4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2013-05-29T04:20:22+00:00,0,f8SS6DvU_0U,"{""text"":""Loved your videos, and correct me if I'm wrong.\n\nDidn't Hank say he wasn't going to use pre-roll ads in his videos?\nWell I saw one.""}"
UgycDaJqDHCyRMLq1pR4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2013-05-23T23:46:37+00:00,0,WRe8HtJ7q6o,"{""text"":""Yes, and I'm sure changing the G to a J wouldn't change the acronym at all.\n\nJraphics Interchange Format""}"
UgyDjFtx6krvfnlnsV94AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2013-05-17T04:37:45+00:00,0,IYloGuUZCFM,"{""text"":""Probably a future spacesuit design to increase agility. It isn't like their legs are exposed.""}"
Ugz4NYdrzyJChkQ4Yld4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2013-05-16T20:21:44+00:00,0,IGC5oX_Cu_0,"{""text"":""If you don't understand why she's interested in \""talking shit\"" then you haven't learned anything from this channel.""}"
Ugzsk2mjKHzYwtw7k4d4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2013-05-15T03:22:49+00:00,0,7Ew6REabh1w,"{""text"":""Did you watch the end of the video?""}"
Ugx8MO5t2o4uAMUMOdN4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2013-05-14T03:40:47+00:00,0,yyN7rPbHybk,"{""text"":""Wait a minute, their not censoring this anymore?""}"
Ugx9vcogx5RdYRu7psl4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2013-05-10T02:48:32+00:00,0,Ar6Pd8TU3Dg,"{""text"":""\""Carl Sagan destroys\"" Sounds like an oxymoron to me.""}"
UgxgjnpOax8bzXuIAup4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2013-05-09T22:33:25+00:00,0,yJ-HwrOpIps,"{""text"":""Is the annoying ear cancer at the end the sound of pi?""}"
UgxBGnoSaa4cJ2NwUfl4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2013-05-07T21:56:02+00:00,0,3uBcq1x7P34,"{""text"":""-\""the\"" from Java.""}"
