Comment ID,Channel ID,Comment Create Timestamp,Price,Video ID,Comment Text
UgzGhaGg3lgLUjyJuKt4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2011-01-24T19:56:50+00:00,0,ZyhrYis509A,"{""text"":""Pause at 3:19 he came.""}"
Ugw64jtPmPmvIYlH4I94AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2011-01-23T23:18:32+00:00,0,VBe5lp5sXC8,"{""text"":""Are you Gary Busey.""}"
UgzK8TLKOZ-wn6r9uGB4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2011-01-23T23:13:45+00:00,0,R-Vh80CYYrw,"{""text"":""This reminds me a lot of ishatonu because everybody thought he was real.""}"
Ugy4sutmYQLyeey7Nrl4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2011-01-22T02:12:20+00:00,0,J2NWlVIpRGY,"{""text"":""I love how this video has no like no views.""}"
UgwgITkIZTlYi8nP5fh4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2011-01-22T00:19:26+00:00,0,DGdTfjvK380,"{""text"":""Olivia Munn is a bitch for leaving AOTS.""}"
Ugx5Vu9NQrERCXKN4eN4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2011-01-20T22:01:41+00:00,0,7GDC3u8k02c,"{""text"":""@smann097 It's just a car crash and an explosion... Enjoy it.""}"
Ugwh0HPBItQd1a5as-F4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2011-01-20T04:44:24+00:00,0,6NA4_IU49bU,"{""text"":""Press 7... 3 times.""}"
UgwnO3yeqSjnbAp7WIh4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2011-01-19T05:36:31+00:00,0,oMyfvlEyD9s,"{""text"":""If I saw this as a kid I would have had nightmares... Oh wait... I will anyway.""}"
UgwvGfWtXDCEEL2av5l4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2011-01-15T23:26:34+00:00,0,Hz-bu84-hWA,"{""text"":""HEY COPPERCAB LISTEN TO ME. YOU ARE WHITE!!! OKAY!!! FUCKING LISTEN TO ME!!! YOU HAVEN'T DONE ANYTHING TO BLACK PEOPLE!!! YOUR RACE HAS. CALM THE FUCK DOWN!!! NOBODY ON YOUTUBE CARES THAT YOU HAVE RED HAIR!!! I HAVE RAINBOW HAIR.""}"
Ugwrrzl2p_bvXMPNzCZ4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2011-01-14T20:45:40+00:00,0,EJ6U9AC2cb4,"{""text"":""I just lost so many braincells...""}"
Ugxwp40P64y5lWAkU9t4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2011-01-14T20:42:21+00:00,0,Cp04sauiP0M,"{""text"":""LMFAO he just starts playing the theme to Deck'd.""}"
Ugwy7CVjF37mfheKqTh4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2011-01-11T02:40:16+00:00,0,Kw8dcb8iKSM,"{""text"":""@COMMOGSE I did not say the laws of physics could be changed! I merely said that other civilizations far beyond our knowledge might have more accurate limits or \""laws\"" of nature, which in term suggests that possibly our understanding of the cosmos isn't high enough to deem the speed of light a law. What about teleportation? Perhaps a more advanced alien civilization has figured out how to travel far distances faster than the speed of light (e.g. from the milky way to the Andromeda galaxy).""}"
UgyuxZFfi4NlNDLUX3J4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2011-01-10T05:09:06+00:00,0,lz5v9fh4MI8,"{""text"":""I just came all over my computer because this is so awesome.""}"
Ugwx9Ak_4I0rFZ1c_yB4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2011-01-09T22:33:20+00:00,0,Kw8dcb8iKSM,"{""text"":""@COMMOGSE The \""laws\"" of nature are set by limitations of our own knowledge... More advanced civilizations will have higher knowledge towards these laws, and will be able to surpass what we believe to be the laws of the universe.""}"
UgwLRd-nLoVrxxlU1e14AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2011-01-09T03:13:00+00:00,0,r6zj5nhASk0,"{""text"":""@baihbalm If the person driving the fat truck is fatter than the truck then how would they fit? I understand your point though, and your completely right... Americans are fat as fuck.""}"
Ugxw4c2_aLmLJ8uLOO94AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2011-01-07T06:28:53+00:00,0,opGVNLImgw4,"{""text"":""FALSE AND HOMOSEXUAL. 3 Llamas in a van. I just won the internet.""}"
UgwMynzunWy3m5-kNQF4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2011-01-04T18:58:45+00:00,0,lIEiYV8djLs,"{""text"":""CopperCab This is my favorite video of yours. Talk about RuneScape more often.""}"
UgwaK10LxP2aO4_YqYJ4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-12-31T00:27:55+00:00,0,DOtOBUaLj24,"{""text"":""doesnt work for me""}"
Ugx9zGJPMc9NH1AZINd4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-12-30T07:07:50+00:00,0,yOGmA38fKZ4,"{""text"":""We wouldn't know because unless you upload videos we don't know what the f*ck's up. I'd assume you didn't care about the money YouTube pays you and just left us to die without any goodbye or anything.""}"
UgwWj3z0tQHau1kCXNh4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-12-28T20:53:23+00:00,0,N3is26xcwNI,"{""text"":""--""}"
UgwvGqLpiGMTgE_sm7x4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-12-27T06:16:32+00:00,0,nx_6pbOiXHw,"{""text"":""Use your hat.""}"
UgydT9xXhxs673XwKut4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-12-24T23:49:13+00:00,0,FEzxchU4RUY,"{""text"":""Elmo said \""Yeah but\"" after yogurt. Not yeah bitch.""}"
Ugyiihgpj0KNddDABQF4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-12-23T07:07:00+00:00,0,ZB88HnlLgZ8,"{""text"":""The book is better.""}"
Ugx8ZI6Kl0Ep1O-nRp14AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-12-20T01:48:24+00:00,0,CCuoLd0K4lY,"{""text"":""Damn this one was early.""}"
Ugzy9Z6SmnMZZMsfmKF4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-12-15T02:43:31+00:00,0,IVejhPlbk4Q,"{""text"":""The replay button is my bitch.""}"
UgxcVE-cmRzud8A14i14AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-12-14T03:57:35+00:00,0, -vDT6DRJafw,"{""text"":""Himself.""}"
UgyhplaOrkWfY3V231R4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-12-13T20:11:30+00:00,0,iNzG35p0KP8,"{""text"":""California on top of me.""}"
UgyqFcDCRV6XXY6zlzp4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-12-09T02:00:49+00:00,0,KosmfderQq8,"{""text"":""Regular Cheerios.""}"
UgxvNWPTYQqWbaXQogR4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-12-09T01:47:36+00:00,0,zj2Zf9tlg2Y,"{""text"":""Eminem VS Motzart""}"
UgzHLv70z4Zit2r8uxB4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-12-08T05:27:28+00:00,0,jXjxHQQxcLw,"{""text"":""WTF MAN?! You let that chick eat them all? Slap a bitch if you have to.""}"
UgzrOhpjzsabhiJy1894AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-12-07T01:16:00+00:00,0,AFA-rOls8YA,"{""text"":""Mozart vs Eminem!!! PLZ OMG PLZ""}"
UgyU4nTUK0yHmrKe55R4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-12-07T00:00:18+00:00,0,FDsdrq1WofA,"{""text"":""Inception... Again... So I can figure out WTF IS GOING ON.""}"
UgzJNuCgh0Bt2YZFYSJ4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-12-06T04:28:29+00:00,0,ktFkAzyVXUA,"{""text"":""I completely missed that when I saw this movie!""}"
UgzeFtfOwZLemsITw7Z4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-11-25T23:58:22+00:00,0,CyU4FeVdUa4,"{""text"":""Bo Burnham FTW?""}"
UgzHaq4QkUPyPfI2vvV4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-11-23T04:27:22+00:00,0,HxEFGnCHw1k,"{""text"":""@killer30blok And safer to.""}"
Ugwmt7VVXif-RZ5jr4x4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-11-23T03:09:53+00:00,0,DMGlQvPBQE0,"{""text"":""I like the part when he said Trololol.""}"
UgzbXXaqb4I6IETFqQZ4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-11-23T02:28:06+00:00,0,-1mvN6lU0oU,"{""text"":""If you listen carefully it sounds SATANIC.""}"
Ugw_wqfL06_mBUUxbDl4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-11-23T02:19:11+00:00,0,woySeSNBL3o,"{""text"":""When he winked I came.""}"
Ugxu6WBkVLdK8ou2kTV4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-11-23T01:31:16+00:00,0,Bf4gzk0WB4k,"{""text"":""I've been away for awhile... Why is he going to Toronto?""}"
UgwTzb-f8lFLcJwsoax4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-11-23T00:14:30+00:00,0,YYInVraBe7s,"{""text"":""@J2TKcapIRK Tritium is radioactive... You can't buy tritium.""}"
UgwMb94T-2XEKD1maKd4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-11-20T05:40:05+00:00,0,HK9-io0R0Vo,"{""text"":""I'm unsubscribing because they make like 15 videos a day crowding my sub box.""}"
UgxuAqZokI0k9TL9xIV4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-11-20T05:07:49+00:00,0,xTyHp-acpuU,"{""text"":""TROLLZ FTW!!!""}"
UgxtZpFZ61Ez-bVlzqJ4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-11-19T19:52:25+00:00,0,P89IQ5Nr8NQ,"{""text"":""Ray, why did you only get your videos from AOTS?""}"
Ugwa8u7GKrC4H_HIFYp4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-11-17T21:19:21+00:00,0,GEtZlR3zp4c,"{""text"":""@truefaith00 Really tell me more... BTW I'm Canadian so not WE.""}"
Ugx5Q5aflxth_A0NfYF4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-11-13T07:56:40+00:00,0,HhmiezqLSWQ,"{""text"":""@TheSpectuim You stoll that from me!""}"
Ugz9fhQu-2NpjmPbrt14AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-11-12T04:36:38+00:00,0,n28P_0IIlRs,"{""text"":""@zombiedrd Umm... What?""}"
UgzhelmbFmASjmqZGpt4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-11-12T04:21:19+00:00,0,2PJiwsA7XJM,"{""text"":""My eyes exploded from the cuteness.""}"
UgygA-CadcDVqNHFTWN4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-11-12T04:08:21+00:00,0,n28P_0IIlRs,"{""text"":""Trav, will you buy the new Halo games after Bungie stops making them to?""}"
UgyVNNct6g06hufzZEB4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-11-11T15:33:58+00:00,0,Zyt-oUTQLd8,"{""text"":""@joetodaro Or at least not the ones that got hit.""}"
UgyF0okUehqVNyn8WW14AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-11-11T15:33:08+00:00,0,Zyt-oUTQLd8,"{""text"":""@joetodaro This wasn't the elevator of the WTC it was a different building.""}"
UgwSqaIkElwscHebCgh4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-11-11T01:52:40+00:00,0,dyMXYE_50Ts,"{""text"":""@Deroni76 It's so funny I remembered to laugh.""}"
UgxgPFIDMaaa_IsD62x4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-11-11T00:02:44+00:00,0,obIGsb-IZMo,"{""text"":""@plasma404 Justin Bieber has a lower sperm count than this video has dislikes, panda bears are gay, and in Soviet Russia panda bear gays you, thumbs up this comment if you agree! PLEASE THUMBS IT UP!!!!1!!!!one""}"
UgzMI-kYohirSNRt5X14AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-11-09T17:57:40+00:00,0,n2xzWbRwOio,"{""text"":""She's like 10.""}"
Ugz1_jrvA35gaR5VhZx4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-11-07T19:30:20+00:00,0,n1_PXF_JAjU,"{""text"":""There's no such thing as wild hamsters anymore... They're all domesticated.""}"
Ugyb-uLpNP_V1j7EISF4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-11-06T15:01:20+00:00,0,oDnaAq6b3Dc,"{""text"":""@Gamester81 Yeah, true. This was a great review!""}"
UgxmK60dhmI9teNUCzZ4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-11-06T03:52:11+00:00,0,cmxUtrygPK0,"{""text"":""I just really hope the Kinect is as good as it's hyped up to be... I'd hate to see it end up like the Wii when everybody got bored of it after 2 months.""}"
UgziLyNkZ-SSAHsL0Sd4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-11-06T03:34:48+00:00,0,fJAbH4UdciM,"{""text"":""knife""}"
Ugyh5x_9Hyi7K1dh7uZ4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-11-06T03:09:07+00:00,0,oDnaAq6b3Dc,"{""text"":""Didn't you already do a Vectrex review John?""}"
UgxEDGkjVwscciOWfa54AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-11-03T02:31:30+00:00,0,Ylpz7ijv1q8,"{""text"":""For people who don't know Keiji Inafune's roll in video games, it would be like Shagiro Myomoto left Nintendo.""}"
UgyhXJeFDybl7QNtSOd4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-11-02T00:19:22+00:00,0, -rxbc8Gjc30,"{""text"":""@Dalarus her face was cut off.""}"
UgzfvNmHjwm-RKoDiBF4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-10-31T02:39:25+00:00,0,j5-yKhDd64s,"{""text"":""FIRST!!!1!!1!!!!one""}"
UgypvGnyPe2btqRbknR4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-10-27T01:48:21+00:00,0,GEtZlR3zp4c,"{""text"":""He's almost as bad as Bush, damn, if he became president  that would be 2 horrible presidents in a row.""}"
UgyWelSFbHJ2ymJJwC94AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-10-26T23:38:39+00:00,0,YHRxv-40WMU,"{""text"":""holy shit this is an old comment""}"
Ugw1r7UMjLB-16jC1Gx4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-10-26T23:09:15+00:00,0,_Za_Kcwzwr8,"{""text"":""the pitcure of ray's face""}"
Ugx4b76DPzi__sOjIsZ4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-10-17T18:16:53+00:00,0,Vr4xTRdRH9Q,"{""text"":""@sharpiemarker91 and @SputnikSkull7 Well, a scientific person like myself, I did some research, and I came up with this website (I'll PM it to you) You might find it interesting. None of us had it exactly right. In science, making a mistake is an opportunity to learn something you didn't already know. So don't reply saying \""told you so\"" because technically we were all wrong.""}"
UgyM4CcQJx5eSBYJxVl4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-10-17T04:22:36+00:00,0,Vr4xTRdRH9Q,"{""text"":""@SputnikSkull7 you and @grafitasson are both wrong... Yes there is friction in space, but sound doesn't travel through it because of the vacuum of space.""}"
Ugy52HoMfscau8m9LNB4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-10-14T00:14:25+00:00,0,ZaJ_vK4mrPg,"{""text"":""@pocco13 he said one video can be made for each channel not on each channel""}"
Ugxa9wujpDzqBvuXDmN4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-10-13T04:41:17+00:00,0,rz4OopXtTUg,"{""text"":""the second one she didnt say breast...""}"
UgwhxU-nVF_wPnf2Gcp4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-10-13T01:41:16+00:00,0,bs_16lkXLyw,"{""text"":""You're mom... Oh wait, the dogs can't let themselves out.""}"
UgxnMn73SWK6xTg9pdB4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-10-12T20:23:09+00:00,0,UwEhILFwpOM,"{""text"":""@LookItsSanta already done""}"
UgwBPEdW1fV7My8fOfZ4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-10-12T20:21:50+00:00,0,UwEhILFwpOM,"{""text"":""California on top of me...""}"
Ugz5c74mZdvZ4cFkLnF4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-10-11T22:39:45+00:00,0,oS3Olh9DnaE,"{""text"":""I really hope I don't act like this when I get my wisdom teeth removed...""}"
Ugw2qeyiYKb4XiUtYel4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-10-11T18:59:13+00:00,0,Dh6-xT1Gl8A,"{""text"":""pmsgirl27? WTF""}"
Ugw0BQA70dzFKCUkhaR4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-10-09T02:57:09+00:00,0,cVEmAWaKoYQ,"{""text"":""@superkryp13 If we did that we wouldn't be as safe as we are today because 9/11 was the reason a lot of laws were put in place to prevent this from happening again. Also, there's the paradox of event removal... If you went back in time and prevented 9/11, how would you know in the future that there even was a 9/11 to prevent? In a perfect world, having prior knowledge to 9/11 would be awesome, but the past has passed.""}"
UgyNenJ-qWVJtRJ8grZ4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-10-09T02:04:52+00:00,0,gthixkmNe1A,"{""text"":""Sadly O'Reilly won.""}"
UgzN6s-CvqarVZ1YUxd4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-10-09T01:45:58+00:00,0,gZHjRQjbHrE,"{""text"":""@cindy4everr That's the flag team.""}"
UgyMYX4cFGW5mRDBqMJ4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-10-03T14:35:18+00:00,0,F0y99RXuivA,"{""text"":""Why?""}"
Ugwqa7y10KiUgYo8XSl4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-10-02T02:56:30+00:00,0,l_hF9zq4QXU,"{""text"":""whats the song called at the start?""}"
Ugz6oUNIBRoKW3YUbX54AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-10-02T01:17:01+00:00,0,F_M03SjGOes,"{""text"":""That's the park in Venice! He said it was in New York... New York doesn't have palm trees.""}"
UgyfrUQnwUybhHpkUap4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-09-28T03:37:10+00:00,0,eEi7LdqgyO0,"{""text"":""Nice one Stephen... You're a comedic genius.""}"
Ugy_8NvH1Hcrzh7bnHF4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-09-25T07:56:59+00:00,0,O23mxW4G2kI,"{""text"":""1:57 Thumbs up for Monster Energy!!!""}"
UgwYkttT5K4NGlMkPSR4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2010-09-24T21:25:57+00:00,0,SFEOn-bw7JY,"{""text"":""Taking a shit on Joe Biden's desk.""}"
