Comment ID,Channel ID,Comment Create Timestamp,Price,Parent Comment ID,Post ID,Video ID,Comment Text,Top-Level Comment ID
UgyU5GM7C-AeTWwAFkt4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2020-07-25T01:34:27.085514+00:00,0,,,dougISKs2vQ,"{""text"":""\""Keep in mind this is January 2015 so if you're watching this years in the future prices are probably different.\""""},{""text"":""\n""},{""text"":""YA DONT SAY""}",
Ugwn4J7dSrMEK63QL4R4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2020-07-25T01:28:38.549555+00:00,0,,,MziFeockYB0,"{""text"":""RIP Nick we hardly knew ye.""}",
UgxSM0IHAmoxMkdtEAl4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2020-07-24T03:00:37.457401+00:00,0,,,DADwPaKb2mI,"{""text"":""Where do you find this awesome stuff?? I've been looking for hours online for cool 5.25 bay devices and nothing exists in 2020.""}",
UgwyeTCBdhlLIBJ0eM14AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2020-07-24T01:39:50.268082+00:00,0,,,z24TYmOjQK0,"{""text"":""FUCK MY LIFE CAN 1 FUCKING COMPANY ON THE FACE OF THE EARTH MAKE NEW DEVICES PLEASE??? YOUR \""GUIDE\"" IS SHIT I DONT HAVE A WATER BLASTER.""}",
UgyZ6cGiGW2Tv_K5U6t4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2020-07-24T01:13:42.52802+00:00,0,,,sBDKsmw3Fto,"{""text"":""GOD DAMNIT IM NEVER GOING TO FIND A COOL FRONT PANEL BAY DEVICE IN 2020""}",
Ugy92FGnLRutoLvw43p4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2020-07-24T00:41:32.324766+00:00,0,,,hXk1AjRT2Pk,"{""text"":""More things like this! I want weird bay expansion devices!!!""}",
Ugwe1WGypIYPxGkf5ex4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2020-07-23T19:08:51.529193+00:00,0,,,eLlJ2WQO8pA,"{""text"":""Buddy this video did not have to be 10 minutes long I can read thanks. Really interested in finding weird, unusual PCIe devices and 5 1/4 inch front bay accessories though!! Thanks for the video!""}",
Ugwhka-jBq-DYL4zvON4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2020-07-22T04:23:02.059717+00:00,0,,,2Jnt7AoVMMU,"{""text"":""Jokes on you I ALREADY DID!""}",
UgxOaIsp1vduOpMy8Vl4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2020-07-20T18:54:39.874507+00:00,0,,,1PhspiQud7A,"{""text"":""LIKE""}",
UgxraPbgR40487_6VGF4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2020-07-19T08:43:36.522931+00:00,0,,,nHwJV3vVvFc,"{""text"":""THE OBLONGS NEXT PLEASE SIRS""}",
Ugx-EHvQ5x6IH6Gr3m94AaABAg.9AsJdeTyLO09B53qooInz_,UCn3WLZT7k8nO24XimlJVJVQ,2020-07-14T09:53:03.415474+00:00,0,Ugx-EHvQ5x6IH6Gr3m94AaABAg,,2GLopfo7-Mc,"{""text"":""DID YOU WATCH THE VIDEO?? DID YOU BUY ONE?""}",Ugx-EHvQ5x6IH6Gr3m94AaABAg
Ugz96kV7K3BxTHATOmV4AaABAg.9AcT8FnGY2B9AhuFzvCkhi,UCn3WLZT7k8nO24XimlJVJVQ,2020-07-05T00:38:44.295164+00:00,0,Ugz96kV7K3BxTHATOmV4AaABAg,,EsxmEHuf1r0,"{""text"":""yep""}",Ugz96kV7K3BxTHATOmV4AaABAg
UgxjXJnBkUuB9N0CVRp4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2020-06-21T22:47:50.081172+00:00,0,,,xzpGOoPNveY,"{""text"":""quality content as expected from searching \""burnt chrysler\"" on youtube""}",
UgySRAppB5eSscwHLAt4AaABAg.97QuLPlu_m899eYlhVjL5R,UCn3WLZT7k8nO24XimlJVJVQ,2020-06-08T20:53:06.607152+00:00,0,UgySRAppB5eSscwHLAt4AaABAg.97QuLPlu_m899bxx4NOJxE,,TgelVkHEKdw,"{""text"":""Rip Zach Sherwin""}",UgySRAppB5eSscwHLAt4AaABAg
Ugyx2SYXbbeAuUOYZIV4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2020-06-08T06:27:40.289105+00:00,0,,,cMuPqIy5Xy0,"{""text"":""REMATCH WITH BAGUETTE MAN HOP TO 342 FOR 1 SEC""}",
UgySHIjOUbEjhNC3IR14AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2020-05-31T02:26:14.718554+00:00,0,,,qTrqmNieVKI,"{""text"":""WTF?????????????????????????????????????????""}",
Ugyh2bcYvdTgMYNDH3B4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2020-05-31T02:24:46.583302+00:00,0,,,XtQZpqpzRxI,"{""text"":""Imagine if this shit was really talking bout space dude. MOVE ON TO THE STARS. THERE AINT A SPACE PROGRAM FOR NIGGAS. YEA YOU STUCK HERE NIGGA. RIP PHIFE""}",
Ugy9_zUKZdlhQUoRVdB4AaABAg.99EKGvW9liO99EcRVazCfU,UCn3WLZT7k8nO24XimlJVJVQ,2020-05-29T09:54:24.802819+00:00,0,Ugy9_zUKZdlhQUoRVdB4AaABAg,,aGHhwE5pUu4,"{""text"":""time zones are a thing ?????""}",Ugy9_zUKZdlhQUoRVdB4AaABAg
Ugy5tSVlsbOvG6DkqsF4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2020-05-29T07:29:03.204179+00:00,0,,,VfxsoAKPyZM,"{""text"":""MasakoX do you play RuneScape?""}",
UgwV3xqc6TOv1J2mj7J4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2020-04-30T20:09:14.798284+00:00,0,,,HH-nm7OIBE4,"{""text"":""You ever heard \""The Prophet's Song\"" by Queen?""}",
UgwC_eI7fYov_ojJKvt4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2020-03-19T00:28:54.352237+00:00,0,,,KztnYLK-IRM,"{""text"":""Steve Help Me I've Been Trapped Inside Your Comment Section Since Before I Was Born""}",
Ugyl9bWWpw-wLGS33pN4AaABAg.8wNuQgAEvpI968C7d5_lrA,UCn3WLZT7k8nO24XimlJVJVQ,2020-03-13T08:26:08.746632+00:00,0,Ugyl9bWWpw-wLGS33pN4AaABAg,,hT_9ZhHtJFc,"{""text"":""Hook, line and sinker.""}",Ugyl9bWWpw-wLGS33pN4AaABAg
Ugz9yk7bBwd_oAwdjAh4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2020-02-20T04:07:54.408921+00:00,0,,,_YLK8rTo3_s,"{""text"":""ok boomer""},{""text"":""\n""},{""text"":""where'd you find this""}",
